,Unnamed: 0,doc_id,text,score1_int,num
70,71,71,  出現 幻覺    新聞 日本 肯德基 懶懶 套餐 時間        日本  全国 一部  商品 使用 購入 種類 商品  提供 今回 季節 便利 青色 浴室 種類  特製  特製 種類          日本 肯德基 將在  推出 我愛洗 香香 懶懶 兒童 一個  日幣 然後 裡面 各種 兒童 入浴 用品 連結 照片 不過 這次 第二 第一 彈在 這邊          如果 日本 喜歡 懶懶 可以 參考 發信站 踢踢 實業      超級 討厭 這個      樓上      懶懶 不錯 至少 比無嘴 貓好      樓上 討厭 喜歡 人噓 大家 怎麼       最近 掙扎 不要 日本       拜託 台灣 一下      無嘴貓      無嘴貓 哈羅 凱蒂      確實 懶懶      看到  以為 熊型 漢堡      三麗鷗 好多 系列 圖騰 可愛 喜歡 仙人掌 小雞      第一 彈的 看起來  之前 便條紙 一樣      熊型 漢堡 暈眩 拜託 出個       喜好 不同 真是 包容 別人 意見      看成 懶覺 熊下 自己 一跳      明明 可愛      實說 不太 可愛      那個 盒子 可愛 好羨慕    ,1,801
71,72,72,      情報 咔雙 享餐 回來 時間        剛剛 看電視 看到 肯德基 廣告 之前 咔雙 享餐 復活 價格 之前 一樣 販賣 期間   不過 目前 電視廣告 看到 肯德基 官網  粉絲團 上還 沒有 看到 任何 相關 訊息 發信站 踢踢 實業      剛剛 看到 廣告       這個 動力      希望  元小薯 趕快 回來      看到      肯德基 總算 有點 正常 動作      明天 開始 今天 宣傳      真假 可以 考慮 一下      看到 廣告 麥當勞 大富大貴 卡一比 有點 抉擇      廣告 從今 開始      為何 看到 廣告 減肥 之路      減肥 之路 一去 回來      大富大貴 已經 不行 還來 這個       這招       津門 第一 換人      你們 大富大貴 好羨慕      只有 六六 大順 沒有 大富大貴 哭哭      官網 已經 有放      直接 常駐 真的 吸引                               真是 唯一 願意 消費  餐點      希望 大小 不要 差太多      可惜 這次 十元 小薯 可加       自由 頭版 廣告      縮水 正在       正在      要白 回來      今天 爽報 封面 整版  大仁哥 封底 整版 咔雙 享餐 兩家 槓上      主餐 可換 紐奧良堡 大小 正常      大富大貴 六六 大順 丟在 桌上 好久      男生 只有 覺得 咔雙 享餐 百元 還吃 太飽      咔雙 享餐 爽度 百元 同時 雞腿 炸雞 飲料      從沒 速食店 當做 吃飽 考量 食量 算是 男生 中間 偏高      最高 一人 兩盒   最低 則是 一顆 蘋果 三餐      我弟 那種 食量 偏高 一餐 至少  水餃 兩個  元大 雞腿      便當 雙享 至少 還有 六分 來說 只是 點心 而已      有人 可換 紐奧良堡 網上 招牌 沒寫 真的      當然 可能 只有 覺得 吃不飽      平常 食量 應該 這個 差不多 至少 這樣       這個 吃不飽 的話 其他 速食店 百元 這個      只有 覺得 這起 手勢 真的 很膩 有沒有 這麼 尋求 認同      只好      晚餐 時段 還是 大富大貴 較優 其他 時段 可以 肯德基 這個      可能 不能 其他 飲料 無糖 一陣子 沒去       有無 糖綠           拜託 月底 快點 幾乎 兩天 一次 大富大貴      六六 大順 夠膩 可是 優惠 不得不 討厭      樓上 何必 這樣      樓上 沒人      不要 不是 更省      大富大貴 來到 現在 只買過 兩次      清楚 以後 其實 不買 更省      這段 期間 盡量 之後 一年 不再 碰大 麥克 雞塊      沒卡 最省 兩個      上面 有人 一餐 至少  水餃 真的 還是       水餃 我弟  公分 百公斤 矮版 連勝文      有時候 省錢 公斤 雞塊 薯條 炸來 一餐      反胃 不吃 受不了      油炸物 一餐 即使 薯條 還是 受不了 至少 配個      起司 或是 沙拉      實說 覺得 應該 醫生       水餃 很多 小時候  起跳 看人       顆都 知道 不過 現在 體會       市售 水餃 大小不一 最多 可以 差到 兩倍 這樣 精確      看到 店內  可換 昨天 新竹 火車站 對面      台北 六六 大順 大富大貴 內信 謝謝      無感 感覺 還是 大富大貴 較優 就算 已經 超過       大概 考慮 看看       一餐  水餃 還不多  顆加 酸辣湯 超脹      今天 看到 誘人 有點 不敢 這樣 怎麼辦      那種 一顆 一元 口角       顆要 大小       水餃 真的 大小  拇指 一些      每顆 大約  中等 大小 喜歡 那種 超大 顆的 水餃       左右 那種 差不多  顆就      不過 喜歡 那種 市場 跟量 販店 沒賣 店家          類似 這樣 糟糕 開始       顆也       水餃       不信 就算 不是 好處       水餃 胃王 我光 脆腿條 套餐 飲料 可樂 超飽      學生 時代 運動 知道 真的 不多      我光脆 條餐 一塊      今天 男友 幫忙 腿條 果然 拿到 雞翅 然後 腿條      運動員 食量 很多      推文裡 北大荒 最愛       保重      北大荒 南港 軟體 園區 附近 而已 我家 很近      另外 不用 運動員 平常 運動 常跑 健身房 食量 很大      一人 兩盒  披薩 非常 厲害 只能 一盒            情報 咔雙 享餐 回來 時間        卡雙 享餐 雞腿 炸雞  飲料 漢堡 可以 換成 紐奧良 炸雞 則是 脆皮 薄皮 可以 選擇 店裡 飲料 可以 更換 不想 加價 就是 百事可樂 七喜 檸檬 紅茶 無糖 可以 換大杯 濃湯 之前 薯條 小雞 加點 這次 沒有 頂多 就是 兩隻 玉米 兩顆 蛋塔 小雞  這樣 加點 不過 任何 套餐 可以 加購 蛋塔換 其它 口味 補差 不過 目前 蛋塔 只有 爆漿 卡士 可以 更換 第三種 口味 可能 還要 等等 想念 黑糖 炸雞 漢堡 沒有 縮水 就算 縮水 長期以來  女生 應該 還蠻 男生 的話 不然 加點 金黃 脆腿條  可以 套餐 這樣 可以 薯條 其中 一杯 飲料 元換 濃湯 不然 就是 網路 優惠卷 六條 只要  網路上 優惠卷 可能 一下 不過 一次 太多炸 感覺 好膩  然後 烤堡 好吃  烤堡 愛好者 活動 只有 一個月 不過 比起 推出 這種 優惠 套餐 肯德基 難以忘懷 產品 應該 卡拉 火辣 巨無霸 當時 還有  套餐 漢堡 裡面 辣椒 好吃 還有 一塊 炸雞  不過 已經 將近 兩年 產品 發信站 踢踢 實業      套餐 加購 蛋塔 多少       兩顆 換成 爆漿 一顆 三塊 其實 網路 優惠卷      推點餐 攻略 如果  薯條 可以 完美      真的 不過  炸雞 雞腿 真的 其他 好吃       炸雞 配方 其他 明顯 不同 好吃      改天      可以 換烤 腿堡 不想 一堆 明天       謝謝 分享     因為 肯德基 鮮雞 自己 自己 自己 下去  胡椒粉 好吃 不過 聽說 拿坡 差不多 自己 下去 其實 這個  套餐 超多 組合 可以   可以 吃飽 漢堡 二選 炸雞 薄皮 脆皮 二選 飲料 自行 除了 雞腿 之外 真的 可以 烤雞 好吃 假如 漢堡 雞腿 炸雞 可以 雖然 不是 脆皮 可是 薄皮 翅膀 好吃 想要 稍微 一點   小雞    元蛋塔   中份 薯條 單點    網路 優惠卷 樂雞堡 樂雞  樂雞 樂雞堡 算是 主食 產品 小品 樂雞 好吃  我超 喜歡 蜂蜜 芥末   脆腿條 單點  我要 超飽 兩分 自己 搭配  一份 一份 肉條 套餐  漢堡 一個 肉條 一份 炸雞 一個 薯條 一份 飲料 兩杯 一杯 可以 濃湯 一份 脆腿條 優惠卷 編號   漢堡 一個 肉條 兩份 炸雞 一份 飲料 一杯 沒有 薯條 一杯 飲料 多腿 肉條 無敵 爆炸 其實 暢快 的點 一桶 炸雞 或許 爽快  或是 烤雞 覺得 烤雞 好吃 雖然 肯德基 產品價格 感覺 偏高 可是 覺得 基本上 不錯 馬鈴薯 好吃 雖然 超小   優惠活動 看起來 很少 優惠卷 沒有 以前 那麼 划算 配餐 速度 這麼 因為 他們 自己 包裝 產品  編輯  來自       沒有 薯條 雞雞 薯條 好吃      要換 烤堡 後天                 今天 排隊 前面  分鐘      確定 可以 換紐 奧良 官網 沒有 說明      現在  脆薯 之前 搭配 超爽      一份 一份 肉條 套餐 感覺 超爽      請問 可以 熱飲 如果 美式 咖啡 加價 多少       我要 超飽 好好笑       確定 可以 換烤 剛吃 海報 註明      推點餐 交戰 手則 分享       可以 只要 飲料 可以 超過  補差      官網 不能 指定 部位 可以 不要 翅膀 沒有 指定      一檔 趕時間 就給 雞翅 還是 吱吱      漢堡 溫溫的 火大      請問 優惠 套餐 可以 店員 不要 給我 雞翅      一直 收店 漢堡 王有 誠意      今天 去點 告知 不要 給我 雞翅 就給 其他 部位      我剛 拿到 雞翅  換薄皮 的話 雞翅     基本上 流動率 比較 通常 一個 人去 比較 不會 拿到 雞翅 假如 流動率 因為 現場 還是 有人 買桶餐 那些 這樣 下來 可能 拿到 雞翅 其實 基本上 還是 店員 因為 萬一 前面 客人 指定 部位 拿到 雞翅 機率 薄皮 的話 其實 一頭 炸雞 就是 兩隻 翅膀  所以 一盤 脆皮 炸雞 八個 機翅 除非 流動率 店會 一點 腿骨 基本上 態度 指定 雞翅 店員 會給 假如 太忙 每個 這樣 指定 下來 店員 反正 雞翅 就是 尷尬 存在 假如 一口氣 很多 千萬 要說 不要 雞翅 因為 會害 一個  飲料 可以 換店 任何 飲料 基本上  飲料 美式 咖啡 單價  所以 可以  假如 超過  必須 補差 編輯  來自       剛剛 時明 幾個 知道 櫃台 瞎忙 甚麼      本來 改成 薄皮 紐奧良 結果 忘記 然後 加點      點心 番茄醬 沒給      因為 目前 幾乎 自己 自己 所以 櫃台 可能 稍微 一下       除非 櫃台 兩個 假如 新手 配餐 可能 稍微 一點      因為 目前 響應 環保 所以 內用 不會 主動 提供 醬料 除了 糖醋      外帶 基本上 詢問 假如 櫃檯      請問 脆腿條 折價券 網頁 不到      上面 推文有 大大 圖檔 給他 就行了 網頁 好像 掛了      今天 去點 店員 主動 問要 哪個 部位 好人      脆腿條 優惠卷 只到       我要 超飽 我要 爆炸 看到       一個 考慮 價錢 的話  大勝    ,1,3336
72,73,73,     新聞 肯德基 登上 日航 飛機 時間                  肯德基 登上 日航 飛機      日本 航空  今天  宣布 日本 肯德基     合作 空中 肯德基 炸機 飛機 套餐  日到 明年 結束 只要 搭乘 日航 東京 成田 飛往 歐美國家 航線 享受 得到 不管 經濟艙 商務 這是 肯德基 首次 加入 飛機 戰場 套餐 炸雞 一般 肯德基 炸雞 不同 使用 小塊 雞翅 雞胸肉 還有 搭配 空中 肯德基 炸機 恐怖 套餐 名稱 發信站 踢踢 實業      炸機      我要 炸機          ,0,198
73,74,74,  貓頭鷹 小瓜    情報  肯德基 產品 漲價 價格 時間       配餐  大薯   薯條   上校 雞塊   陽光 鮮蔬 沙拉   原味 蛋撻 禮盒  三色 禮盒   買桶 加點 原味 蛋撻 禮盒   蛋撻 熟客   六塊 桶餐 六塊   百事可樂   四大 天王 四大 天王   百事可樂   外帶 全家 雞桶 點心 玉米 百斯吉 紐奧良   百事可樂  套餐  異國 輕鬆 套餐   雞腿 套餐   藍帶 豬排 套餐   紐奧良 堡餐 加入 中薯   吮指 雙雞 套餐  雞翅 套餐 上校 雞塊 套餐 沒有 套餐 發信站 踢踢 實業      還好 早餐 沒有 早餐      社會 速食 已經 慢慢 變成 平民 吃不起 食物      這是 肯德基 爺爺 給全 天下 爸爸 禮物      意思 不能 只點 六塊 雞桶      可以 七塊 雞桶       不要 玉米 能換      藍帶 何時 五元 晴天霹靂      拒吃 麥當勞 肯德基      肯德基 居然 麥當勞 希望 漢堡 不要 失守    ,-1,321
74,75,75,       新品 上市 普羅旺斯 烤雞 時間       圖文並茂 讀版      最近 推出 漢堡 普羅旺斯 烤雞 好久沒 這類 速食店 不過 看到 推出 產品 還是 進去 買來 經濟 不景氣 時代 這個 普羅旺斯 烤雞 定價 奇怪 單買  套餐  套餐 只是 一杯 可樂 沒有 薯條 一時 不察 套餐 比較 後來 發現 只是 可樂 等於 被迫 消費  不是 可樂 總之 我覺 套餐 定價 過高 不過 這個 普羅旺斯 烤雞 不錯 打開 聞到 烤雞 香味 真的 很香 生菜 誠意 醬汁 重點 烤雞 真的 好嫩啊 好吃 不過 時候 這樣 價錢 倒不如  比較 這個 漢堡 這麼 應該 只會 一次 發信站 踢踢 實業      原來 上市 中午 路過 剛好 一個 不過       覺得 奇怪 味道 只能 催眠 自己 香料       旺旺 中薯 一號 價錢 參考     ,-1,338
75,76,76,  不想 認識 商德      中時 電子報 肯德基 漲價 那些 時間        肯德基 漲價 東西 系列 全家   紐奧良   六塊 雞桶  維持 兒童  維持 熟客  平均  蛋塔 單點    平均 套餐 輕鬆  單一  號哈辣 雞翅  單一  號卡  一個  號吮 指雙雞  一塊  上校 雞塊  一份  以上 單點 上漲 冷飲 冰拿鐵 凍拿鐵 卡布奇諾    上漲 冰紅茶 可樂 七喜    上漲 柳橙汁   玉米濃湯  其餘 原價 薯條     雞米花   沙拉  這樣 下來 發現 肯德基 這次 其實 引述  蔡蔡 剛剛 網路 新聞 肯德基 漲價 請問 那些 東西 因為 報導 大約 二至 五元 知道 回答 一下 發信站 踢踢 實業      蛋塔  數字 真的 漂亮       套餐 好貴       如果 優惠券 的話 一樣 優惠券 上的價       希望 原價 最近 肯德基       知道 囤貨 熟克券       價格 還是 優惠卷       這樣  顯得       炸雞 一塊      ,1,382
76,77,77,  請進     推薦  天母 表揚 店員 建成 先生 時間       第一次 速食店 遇到 這麼 服務 所以 決定 本板 表揚 這位 天母 建成 先生 希望 名字 沒有 記錯 速食 品牌 還是 喜歡 覺得 食物 及服 遠超過 同業 速食店 覺得 環境 也好 畢竟 無法 勝過 同業 就是 品質 必然 附帶 消費 最近 比較 看到 上有 折價券 一些 放著用 否則 幾乎 一年 可能 超過 三次 昨天 走進 天母 個位 坐下 發現 他們 應該 裝潢 記得 以前 樓下 位子 很少 現在 變多 由於 近來 數個 擔任 神祕 訪客 一職 所以 多少 有些 職業病 走進 一家 評分 單上 所列 項目 暗自 評分 毛病  個人 在意 其實 服務業 核心 部分 服務 本身 包括 待客 態度 說話 聲調 內容 以及 眼神 動作 這位 先生 可說是 打敗 幾乎 所有 去過 數十家 速食店 所有 曾經 遇過 服務員 待客 態度 部分 服務態度 其實 具體 文字 描述 他點 東西 一種 心情 愉快 感受 總是 保持 感到 舒服 笑容 不會 有些 人笑 假假 一種 真心 客人 服務 由衷 笑容 說話 速度 符合 速食店 要求 快速 沒有 其他 店員 說話 帶來 副作用 清楚 訝異 能夠 說話 速度 控制 一個 儘可能 又決 不會 清楚 聽不懂 程度 說話 音調 心中 那份 服務 熱誠 帶來 愉悅 完全 展現 客人 同感 眼神 語氣 彷彿 覺得 置身於 高級 餐廳 面對 一個 資深 有禮 服務 般的 客人 說話 身子 稍微 向前 配合 眼神 笑容 告訴 客人 重視 老闆 即使 吃過 超過 二十家 分店 從來 沒有 這樣 受及 感動 從來 沒有 我想 讚揚 一個 速食店 員過 做到 神祕 訪客 評分表 所有 屬於 收銀員 部分 項目 神祕 訪客 必須 確保 評分 項目 內容 不得 外流 規定 於此 恕不 如果 他是 店員 如果 評分 拿到 屬於 部分 所有 項目 滿分 因為 至少 昨晚 短短的 兩三分鐘 點餐 過程 表現 如此 完美 或許 個人 對於 企業 要求 同時 對於 消費者 保護 議題 相當 熟悉 思考 頗多 興趣 可以 消費者 保護  來看 任板主  所以 對於 服務業 而言 極少 有所 稱讚 並非 一個 稱讚 他人 而是 絕大多數 企業 表現 根本 毫不 值得稱讚 罷了 個人 自信 服務 標準 檢視 之下 先生 表現 如此 相當 激賞 所以 當下 銀台 餐盤 正欲離 開時 直接 稱讚 他說 覺得 服務態度 當然 高興 地回 謝謝 實說 服務態度 不會 提升 薪水 不會 提升 炸雞 味道 但是 完全 消費者 心中 充滿 愉快 因為 愉快 所以 當面 給予 肯定 以及 上網 自己 感受 以及 之後 比較 常去吃 天母 就是 服務 回報 真的 出自 驚訝 驚訝 只是 速食店 給予 客人 這樣 服務態度 之下 文章 或許 機會 各位 板友 天母 可以 這位 先生  消費者 站起 這邊 發信站 踢踢 實業      那句話 應該 感動       推好 服務 人員 心情愉快       神秘 客是 定職 還是        不是 哪有 這麼     ,1,1235
77,78,78,  路邊 野花 不要     抱怨 醬菜  漢堡 什麼 時間       引述  我要 征服 韓國 可以 明白 因為 她們 知道 之前 可是 這是 基本 禮儀 哪有 店員 可以 這樣 當著 客人 面講 這些 真的 禮貌 況且 那邊 要是 她們 這樣 講也 就算 因為 就是 這樣 喜歡 一些 五四三 而且 有些 事情 知道 發生 而言 像是 完全 沒有 這回 一樣 總之 喜歡 那個 店員 僅來 這邊 抱怨 一下下 希望 速食 餐廳 服務 版友 看到 以後 可以 注意 一下 顧客 前講 顧客 壞話 如果 我會 當場 他們 請問 醬菜  什麼  類似 經驗 一次   東西 結果 開走 以後 發現 少給 一包 薯條 趕時間 不能 開回去 再要 一包 所以 想過 兩天 帶著 發票 他們 兩天 發票 麥當勞 他們 其中 一位 小姐 狐疑 眼神 看著 然後 他們 沒有 這種 規定 不能 他們 打電話 問過 接電話 可以 後來 那位 小姐 後面 一位 看起來 應該 管理 階層 而且 音量 很大 大聲 的問  那位 小姐 前兩天 一包 薯條 怎麼 知道 是不是 真的 有少 一包 不要 那位 仁兄 一樣 很大 音量 回答 只是 一包 薯條 不然 到時候  客訴 怎麼辦 然後  拿到 一包 小薯 因為 他們 兩個 音量 非常 旁邊 結帳 張大 眼睛 一樣 大聲 聲音 他們 不好意思 你們 的話 聽到 沒有 給我 薯條 你們 你們 應該 當著 客人 懷疑 客人 欺騙 懷疑 小聲 一點 懷疑 講的 這麼 大聲 聽到 不會 因為 一包 薯條 客訴 希望 你們 以後 客人 稍微 尊重 一點 要講 壞話 私底下 講好 一口氣 講完 然後 兩個 那裡 薯條 以前 默默 忍耐 然後 回家 家人 抱怨 今天 發生 結果 得到 就是 自己 生氣 內傷 現在 年紀 大了點 臉皮 不想 內傷 所以 遇到 這種 事情 直接 出來 發信站 踢踢 實業      大力 自己 悶著 真的 會得 內傷       起來       這種 態度 真得 不及格             一下       很酷 我要 學習       起來       就是 應該 這樣       沒錯 小時候 只會 留著 內傷       現在 學會 一定 當場 表達 立場       做得好       遇到 這種 事情 變成 內傷       白目 店員 還真多       給你 鼓勵 鼓勵     ,-1,909
78,79,79,      心得 肯德雞 漢堡 墨西哥 脆椒 雞腿 時間        今天 肯德雞 點了 口味 墨西哥 脆椒 雞腿 套餐  單點  個人感覺 雞腿 沒什麼 兩樣 只不過 綠色 墨西哥 脆椒 這個 所謂 脆椒並 不會 不會 很辣 可能 愛吃辣 所以 覺得 整體 小小 如果 能放像 摩斯 辣味 吉利 熱狗 墨西哥 辣椒 應該 比較 不過 可能 很多 人會 覺得 太辣 裡面 雞肉 雞腿 一樣 的話 起來 好像 沙拉醬 而已 沒有 辣味 應該 還會 再點 第二次 如果 再辣 一點 更好 不過 今天 有點 抱怨 喝到 玉米濃湯 可是 抱著 拉肚子 心情 還是 喝完 應該 櫃台 抱怨 一下 可是 太懶 就算 發信站 踢踢 實業      可以 肯得 然後  買杯 飲料     店員 幾顆 墨西哥 脆椒 成為 墨西哥 脆椒 雞腿     裡面 肉片 一樣 醃法   ,-1,330
79,80,80,  環遊 內心 世界    肯德基 納言 紅豆 蛋塔 時間                圖文並茂 廣告 拍得 十分 吸引 所以 以前 熟客 卷到 肯德基 去換 一盒 嚐嚐 切開 蛋塔 之後 發現 紅豆 蛋塔 底部 一個 蛋塔 大約 七八顆 紅豆 嚐了 一口 外皮 依舊 香酥 還會 下屑屑 內餡 部份 紅豆 味道 有點 不太像 紅豆 原有 味道 好像 有加 紅豆 香料 感覺 而且 因為 紅豆 香味 所以 原有 奶香 稍微 掩蓋 過去 不過 起來 原味 味道 些許 不同 好不好 見仁見智 個人 覺得 原味 比較 好吃 一些 雖說 紅豆 蛋塔 味道 比較 多層次 一些 不過 還是 比較 喜歡 單純 原味 蛋塔 嚐鮮 朋友 可以 各地 肯德基 買來 單點 售價  一盒  網站      歡迎 來到 旅遊 網站           旅遊 札記      發信站 踢踢 實業    ,1,298
80,81,81,  爛漫 爛漫    推薦 一些 日本 肯德基 廣告 影片 時間              炸雞 廣告        草剪剛 醬油 炸雞 廣告       過年 炸雞 廣告       優香 雞腿 廣告 有點       宮澤理惠 炸雞 廣告       夏日 炸雞 廣告        運動用品 贈品 廣告       炸雞 廣告 感想 肯德基 果然 炸雞 當家 帥氣 帥氣 儼然 流行 酷勁 不盡 頭腦 正妹 姑娘 留情 何時 能夠 不要 丁丁       發信站 踢踢 實業      宮澤理惠 現在 差真多     ,1,165
81,82,82,     心得 基隆 熱血 肯德基 時間        今天下午 基隆 二路 肯德基 內行人 運氣 剛好 出爐 時間 先前 已經 這家 店買過 兩次 所以 對於 先生 內行 已經 習慣 想不到 今天 這家 變得 非常 熱血 可愛 點餐 小姐 敬禮 大聲 地喊出 先生 內行 之後 後面 其他 全部 員工 豪氣 附和 內行 這次 大概 覺得 內行 一次 發信站 踢踢 實業            如果 會超 害羞 逃出 店裡               這樣 工作 起來 比較       內行      這個 活動 結束 打算     內行人     樓上 推文 寶貴      公司 規定 其實 每家店 要講     算是 一種 士氣 表現     打球 喊聲 一樣 工作 中喊 一喊 其實 很爽     其實 很爽    ,1,289
82,83,83,  苦情    情報 購買  卡前 最好 確認 手機 系統 版本 時間       幾天  回來 發現 手機  版本 太舊 無法 安裝    最低    以上 打去 客服 問能 不能 退貨 之後 目前 什麼 優惠 都還 沒用過 開通 得到 回應是 廠商 那邊 回應 是不是 解決 軟體 無法 安裝  現在 只能 看看 因為 平常 怎麼 手機 手機 要求 不高 有點 集點 換手 總覺 哪裡 怪怪的 之前 下載 幾家 別的 會員  遇到 這個  實在 沒有 換手 理由 雖然 可能 人不多 但是 如果 一樣 用舊 手機 朋友  卡前 記得 確認 版本 要求 發信站 踢踢 實業   來自  文章 網址             反而 麥當勞 報報 一直 當掉       先裝 發現 不能 裝就 沒去     櫃檯 時候 推薦 買下 以後 小心   機子  以上     好像 不太 確定   遇到 一樣  因為 更新 手機 版本 麻煩     已經 無法 更新 哈哈   多久 東西      必勝客 可以 網路 兌換 商品  是不是 只有 肯德基 兌換 需要     開通 會員 的話 一定 得用    辦法              不到 太舊     個人 使用 消費 習慣  平常 手機 多用   一些 商家 會員  現有 手機 使用 良好 沒有 換手 動機 這篇文 只是 給有 類似 習慣 一個 參考 資訊 編輯          入門 手機      例如 紅米   系列      好心 提醒 大家 有人 怎樣 有事嗎       後來 怎麼 解決 記得  卡是 如果 沒有 使用      相關 序號 優惠 退費 保險 起見 就業者 消費      注意 一下 系統 版本 再買     最後 結果 可以 但是 因為 超過 所以 卡片 工本費  發票 優待 留好 可以 的話 還是 自己 購買 前先 檢查 版本 整個 退費 過程 麻煩 公司 販售 前期 可能 統一 應對 方式 第一次  客服 時候 去問 門市 然後 門市 那邊 知道 怎麼辦 於是 再問  客服 然後  客服 轉給 肯德基 客服 加上 公司 方針 大概 希望 盡量 留住 所以 整個 問答 過程 有點 繞圈子 直接 算了 希望 大家 客服 人員 溝通 時候 不要 氣出 他們 身上 他們 照著 上頭 交代 原則 處理 回應 時候 難免 比較 迂迴 自己 他們 電話 時候 口氣 一度 變得 不太 耐煩 覺得 有點 糟糕 希望 祈禱 對方 察覺 哈哈哈 避免 麻煩 還是 自己 注意 點吧 編輯          一點 不想 這個  可是 必勝客 時卡會 廢掉      五十元 不如 賣給 朋友 同事 鄉民      幸好 手機  不過  不到 加上 手機 通常 還會 升級      手機 不會  之前 古董 貨吧 人家  沒有      支援 這種 古董 還挺 合理      樓上 方法 啟動包 優惠券 轉賣    ,-1,1003
83,84,84,      雙饗 可以 一帳 共同 集點 時間       因為 以前 必勝客 集點 直接 電話 可以 現在 改成 這種   我想問 一下 不能 多支 手機 共用 一個 帳號 一起 累積 點數 發信站 踢踢 實業   來自  文章 網址           集點 的話 一樣 電話 掃描器 不太好      然後 剛試 一下 其他 裝置  登入 帳號 的話 踢掉 之前 登入      裝置      設計 正常  自動 踢掉 一次 登入 嚴格 還會發 認證      可能 就是 實體 特點 不再 一群 一起 可以 快速 集點     麥當勞 好像 不會 編輯          集點 的話 電話 兌換 需要       不行      集點 電話號碼    ,-1,225
84,85,85,  小仙    商品 肯德基 肯德基  愛心 金勾杯 時間       廠商 分店 肯德基 三峽 北大 商品名稱 肯德基  愛心 金勾杯 內容 馬克杯 湯匙 緣子 價格 點選 一套 加價  得到 評分  未滿  分為 推薦 心得        以下 純文字 一個 得知 相關 消息 衝去 門市 節奏 閃光 告訴 今年 肯德基 可以 愛心 即使 外面 飄著雨 還是 馬上 最近 門市 了解 即日起 全台 肯德基 門市 點選 一套 即可 加價  得到 肯德基  愛心 金勾杯 限量   售完 為止 大家 記得 去年 肯德基 愛心 存錢 桶嗎 三週 銷售一空 今年 一樣 選在 聖誕節 前夕 推出 一邊 想著 台灣 愛心 好多 一邊 愛心 金勾杯 帶回家 一個 金勾杯 收入 扣除 成本 捐給 台灣 世界 展望 成為 偏鄉 兒童 營養 歲末 年終 之時 可以 小朋友 不會 餓肚子 感覺 杯子 發光 愛心 金勾杯 組合 包含 馬克杯 湯匙 緣子 整體 喜氣 的紅 湯匙 材質 可以 置入 方便 收納 馬克杯 材質 身有 化身 聖誕 老公公 桑德斯 上校 頭上 還有 麋鹿 進化 麋鹿 不用 可以 出去 送禮物 了嗎 還有 很多 聖誕節 有關 插畫 聖誕樹 聖誕老人 禮物 襪子 雪人 雪花 感恩節 烤雞 薑餅 裡面 白色 討喜 很多 長輩 不是 喜歡 杯子 裡面 顏色 馬克杯 容量   尺寸   公分 肯德基 爺爺 杯緣子 變成 版 聖誕 老公公 材質 塑膠 環保  尺寸 公分 肯德基 爺爺 禮物 希望 裡面 全是 喜歡 原味 蛋撻 願望 渺小 不管 是小 甚至 大碗 杯緣子 可以 輕鬆 掛上去 就連 把手 或是 置物架 駕馭 巧妙 介入 不成 濃濃 聖誕 氣氛 愛心 金勾杯 自用 或是 當作 聖誕禮物 適合 彷彿 藉由 禮物 聖誕 爺爺 聖誕老人 肯德基 爺爺 簡稱 得到 禮物 朋友 祝福 還能 幫助 偏鄉 小朋友 發信站 踢踢 實業   來自  文章 網址           所以 麥當勞      純文字 是不是 打錯 閃光 告訴 今年 麥當勞 可以 做愛      結果 馬上 最近 肯德基      樓上       今天 看到 設計 不錯      今天 問要 不要 公益     編輯          可愛      二樓 斷句 方式 害羞      二樓 故意       麥當勞 可以       請問 優惠卷 可以 買嘛      回來 樓上 文才 發現 二樓 推文 當下 發現      麥當勞 肯德基 部分 大家 眼睛 真利      現在 年輕人 直接      二樓            閃光 麥當勞 可以 做愛 哈哈      拿來 湯碗 知道 不會 太小      嗚嗚 板橋 中山    ,1,895
85,86,86,     討論  兌換 品項 時間       討論一下 什麼     內有 註解 雖然 項目 很多 不過 比較 一下 大概 幾款 明顯 比較 划算   消費額  其他 品項 因為 優惠券 關係 大部分 便宜 價格 替代 點數 相對 之下 沒有 這麼 亮眼 除非 真心 喜歡  小薯 建議 其他 品項  個人   消費額   點的 兩塊 其實 不差 不過 一樣 點數 我會 選擇 九次 個人 就是 畢竟 個人 限定 口味 所以 有好有壞 題外話  官網 預訂 可以 看看 點數 兌換 品項 可以 什麼 細項 內容 基本上 自由  可以 加價 升級 熱烤 可以 義大利 之類 麥當勞 學著點 肯德基 點數 讓你玩 不過 應該 預訂 差不多 比如說 炸雞 烤雞 之類 今日 發信站 踢踢 實業   來自  文章 網址          編輯          換過 個人 披薩  芝心 結帳 只付  有點 不好意思      手機 螢幕 好長      三星 很長      邊緣 人才 這類 煩惱 當買 一大堆 一群 每樣 好換      會員卡  碼好 掃嗎 今天 第一次 用櫃 機器      半天 不到 最後 放棄 掃到 下次 換間 試試看 還是      的話 乾脆 電話 比較      很難 但是 電話 的話 只能 積點 不能 兌換      感謝 樓上 聊解 簡單 類似 其他 商家 那樣 積點 比較 沒限       電話 家人 朋友 幫忙 積點 基本上 通融 但是      限制 比較 至少 要求 出示 綁定 會員       預定 快取 點數 直接 歸戶 不用      品項 無法 預定 快取 就是 例如 部分 特殊 優惠 代碼      小薯 真的 超棒     編輯        ,-1,548
